"","sentiment.score","ReviewContent","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"3561",2.1,"The book was enjoyable although I found the majority of the individuals in it to be very shallow.  Admittedly, the protagonist had her share of problems but in the long run, Rachel, her roommate and the therapist turned out to be the most decent of the lot.",0,2,0,0,3,0,0,3,0,4
"3562",2.85,"Exciting thriller that keeps you wanting to read more. Good writing and complexity of characters. I enjoyed this book a lot.",0,2,0,0,2,1,2,1,2,2
"3563",0.85,"This book was not a page turner, as advertised for me. Maybe it was not my style of book.  However, I could not connect with any of the characters.  I also found the format difficult to follow.  I know this seems to be a popular way of book writing these days, but it just didn't  work for me with this read.",0,0,0,1,1,0,0,1,0,1
"3564",1.7,"It's no mean feat to manage all three POV characters to be un-likeable, not loathsome or love to hate, just people you don't care for. I finished the book to find out if I was right about the killer's identity, and for book club . No big surprises or twists because all the characters seemed to be hiding themselves from the reader, and not in a shocking motive type way.",2,1,2,2,2,1,1,1,2,5
"3565",1.75,"Wow! I read in the evenings and often have a glass of wine too. Not while reading this book! If you are struggling with maybe thinking you drink a bit too much...read this, it'll sober you up. The characters were tragic and so is the story but it is written well and I enjoyed all of the London connections. I picked this for my book club and will know in a few weeks what they thought.",0,1,0,0,0,0,0,0,1,1
"3566",2.9,"I normally do not like books that switch back and forth between characters, but this book made it work.  It made the story move along and wasn't hard to follow.  I love a good thriller and just when I thought I had it figured out, I would be surprised.  Quick, easy read.",0,2,0,0,2,0,2,1,0,2
"3567",0.95,"Pu ti down after 60 pages.  Not only are the two main characters totally unlikable, they are totally uninteresting.  May have gotten better later but I couldn't go any further.  The technical writing was fine though.The Girl on the Train",0,0,0,0,0,1,0,0,1,1
"3569",2.3,"Does not take long to get caught up in the story.  Believable characters, really enjoyed how the story came together. Great who done it!",0,1,0,0,0,0,0,0,0,0
"3570",2.05,"Inadequate character development, and the feeling that plot twists were mechanical routes to move the story ahead, left me feeling I could care less for the characters, or how it turned out.  And I did figure out who dunnit way before I could finally finish - and the ending was as bad as the rest.  Only finished the book as it was selected by our book club.  There was a consensus that it was not a book any of us would recommend.",2,2,3,2,2,3,2,3,3,5
"3571",0.65,"Excellent storyline- the reader not only experiences firsthand the despair & hopelessness of the main character's life but also is drawn into the suspense surrounding the disappearance of another young lady. As the author reveals how these two women's lives are intertwined the reader is drawn deeper into a complex mystery. I could not put this book down! Highly recommend.",2,3,2,3,2,2,3,3,2,6
"3572",1.8,"I got sucked into all ""The Girl on the Train"" hype. I should have just stayed away from it, aware of all the comparisons it was getting to Gone Girl. I should have known it's not going to be my cup of tea. As with Gone Girl, I had predicted the ending way before I was anywhere near the middle of the book. Unlike Gone Girl, however, the narrator in ""The Girl on the Train"" did feel a lot more real than any of the characters in Gone Girl did. I know, I know, I'm not reviewing Gone Girl. Let me just say this: I liked The Girl on the Train enough to give it four stars. It was engaging, easy to read, and, overall, entertaining for what it is.",0,2,0,0,2,0,0,2,1,3
"3576",2.2,"I am an extremely picky reader, I get so frustrated when I read a book and feel like it was not worth my time. This book completely sucked me in, I found myself sneaking in a few pages or chapters when I really ought to be doing something else.  As I was approaching the end, I was completely invested in how the story would turn out and would have been miserably disappointed if it had not been well done.  I was not disappointed, this was an excellent read from beginning to end. In addition to the storyline that keeps you guessing, this book has not one but three brilliantly written, complex women characters.  One of the best books I've read so far this year.",2,3,1,1,2,2,0,3,4,5
"3577",3.35,"I was hooked by this novel early on and felt like I was watching the story unfold from the window of the train.  I enjoyed the different characters and how their lives interacted toward the end of the novel.  There were twist throughout and I loved how Rachel & Anna ended up sharing a very important secret at the end. I looked up Paula Hawkins to see if she has written anymore Kindle books, but nothing else came up. I enjoyed her writing style and hope she will write another novel!- Vicki Johnson",0,2,0,0,1,0,1,3,1,3
"3578",1.4,"It took a little while to get into, but the story picks up & unfolds with a twist that you start to suspect partway through. It's still an interesting story. At the end, I wanted to continue following the main character. Hoping for a sequel.",0,3,0,1,0,0,0,1,1,3
"3579",0.25,"I'm not really a fan of the alternating persons style of narration, but overall, I really did like the book. For me it was hard to get in to at the beginning just because of alternating narration and time. Once I caught the flow I couldn't put it down.",0,1,0,0,0,0,0,0,0,1
"3580",0.65,"By then midway point of this book I couldn't connect with nor did I like any of the characters. I suppose I am to feel sympathy for Rachel but she did just seem to be too desperate and wanting to be in the middle of everything. What I did like were the hidden aspects and the surreal quality to the plot so while this may not be for everyone the plot will keep you interested to the end.",0,0,1,0,0,3,0,0,3,2
